Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
atmosphere_atmosphere,org.atmosphere.config,AtmosphereHandlerConfig,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
atmosphere_atmosphere,org.atmosphere.config,AtmosphereHandlerProperty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.config,FrameworkConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.config.service,DELIVER_TO,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.config.service,DELIVER_TO,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.config.service,DELIVER_TO,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.lifecycle,LifecycleHandler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AtmosphereFramework; AtmosphereConfig; BroadcasterFactory; Broadcaster; AtmosphereResource; AtmosphereRequest; AtmosphereRequestImpl; FrameworkConfig; InjectIntrospector; AtmosphereResponse; AsyncIOWriter; AtmosphereResourceEvent; AtmosphereHandler; AtmosphereResourceEventListener; AsyncSupport; BroadcasterConfig; BroadcasterCache; IOUtils; ExecutorsFactory; BroadcasterListener; Deliver; AtmosphereResourceFactory; MetaBroadcaster; DefaultMetaBroadcaster; AtmosphereResourceSessionFactory; WebSocketProtocol; WebSocket; WebSocketHandler; WebSocketProcessor; ByteArrayAsyncWriter; EndpointMapper; WebSocketFactory; AtmosphereInterceptor; DefaultAsyncSupportResolver; ReflectorServletProcessor; AsyncSupportResolver; AsyncSupportListener; AtmosphereFrameworkListener; DefaultBroadcaster; LifecycleHandler; AtmosphereResourceEventImpl; AtmosphereResourceImpl; Utils; SessionTimeoutSupport; SessionTimeoutRestorer; SessionSupport; Universe; WebSocketProcessorFactory; AtmosphereConfigReader
atmosphere_atmosphere,org.atmosphere.lifecycle,BroadcasterLifecyclePolicyHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,JBossWebCometSupport,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; HTTP_EVENT; SUSPENDED; unableToDetectComet; closeConnectionOnInputStream
atmosphere_atmosphere,org.atmosphere.container,EmbeddedWebSocketHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,EmbeddedWebSocketHandler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; framework; on; processor; webSockets; requestURI; ECHO_ATMOSPHEREHANDLER
atmosphere_atmosphere,org.atmosphere.container,EmbeddedWebSocketHandler.ArrayBaseWebSocket,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.container,EmbeddedWebSocketHandler.ArrayBaseWebSocket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,JettyCometSupport,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,WebLogicServlet30WithWebSocket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,Grizzly2WebSocketSupport,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,Grizzly2WebSocketSupport.Grizzly2WebSocketApplication,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config; webSocketProcessor
atmosphere_atmosphere,org.atmosphere.container,Grizzly2WebSocketSupport.Grizzly2WebSocketApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,WeblogicWebSocketHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,Servlet30CometSupport.CometListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: p; uuid
atmosphere_atmosphere,org.atmosphere.container,Servlet30CometSupport.CometListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.container,Tomcat7BIOSupportWithWebSocket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
